2025-06-26 01:14:24,292 | INFO | Starting ETL script.
2025-06-26 01:14:24,292 | INFO | Environment variables loaded successfully.
2025-06-26 01:14:24,292 | INFO | Attempting to connect to PostgreSQL at pgdatabase:5432/sqldatabase
2025-06-26 01:14:24,339 | INFO | Schemas 'bronze' and 'silver' created (or already existed).
2025-06-26 01:14:24,339 | INFO | JDBC driver found at /opt/jars/postgresql-42.6.0.jar.
2025-06-26 01:14:24,340 | INFO | Spark temporary directory /tmp/spark-temp already exists.
2025-06-26 01:14:24,340 | INFO | Spark temporary directory /tmp/spark-temp is writable.
2025-06-26 01:14:27,793 | INFO | Spark Session created successfully.
2025-06-26 01:14:27,794 | INFO | Spark Configurations (as seen by SparkContext):
2025-06-26 01:14:27,805 | INFO |   spark.hadoop.fs.s3a.vectored.read.min.seek.size: 128K
2025-06-26 01:14:27,805 | INFO |   spark.executor.extraJavaOptions: -Djava.net.preferIPv6Addresses=false -XX:+IgnoreUnrecognizedVMOptions --add-modules=jdk.incubator.vector --add-opens=java.base/java.lang=ALL-UNNAMED --add-opens=java.base/java.lang.invoke=ALL-UNNAMED --add-opens=java.base/java.lang.reflect=ALL-UNNAMED --add-opens=java.base/java.io=ALL-UNNAMED --add-opens=java.base/java.net=ALL-UNNAMED --add-opens=java.base/java.nio=ALL-UNNAMED --add-opens=java.base/java.util=ALL-UNNAMED --add-opens=java.base/java.util.concurrent=ALL-UNNAMED --add-opens=java.base/java.util.concurrent.atomic=ALL-UNNAMED --add-opens=java.base/jdk.internal.ref=ALL-UNNAMED --add-opens=java.base/sun.nio.ch=ALL-UNNAMED --add-opens=java.base/sun.nio.cs=ALL-UNNAMED --add-opens=java.base/sun.security.action=ALL-UNNAMED --add-opens=java.base/sun.util.calendar=ALL-UNNAMED --add-opens=java.security.jgss/sun.security.krb5=ALL-UNNAMED -Djdk.reflect.useDirectMethodHandle=false -Dio.netty.tryReflectionSetAccessible=true -Djava.io.tmpdir=/tmp/spark-temp
2025-06-26 01:14:27,806 | INFO |   spark.sql.artifact.isolation.enabled: false
2025-06-26 01:14:27,806 | INFO |   spark.master: local[*]
2025-06-26 01:14:27,807 | INFO |   spark.driver.port: 43017
2025-06-26 01:14:27,807 | INFO |   spark.executor.id: driver
2025-06-26 01:14:27,807 | INFO |   spark.app.name: ETL CSV to Postgres Local
2025-06-26 01:14:27,808 | INFO |   spark.jars: /opt/jars/postgresql-42.6.0.jar
2025-06-26 01:14:27,808 | INFO |   spark.submit.deployMode: client
2025-06-26 01:14:27,808 | INFO |   spark.sql.session.local.dir: /tmp/spark-temp
2025-06-26 01:14:27,808 | INFO |   spark.local.dir: /tmp/spark-temp
2025-06-26 01:14:27,809 | INFO |   spark.serializer.objectStreamReset: 100
2025-06-26 01:14:27,809 | INFO |   spark.ui.showConsoleProgress: true
2025-06-26 01:14:27,809 | INFO |   spark.driver.extraJavaOptions: -Djava.net.preferIPv6Addresses=false -XX:+IgnoreUnrecognizedVMOptions --add-modules=jdk.incubator.vector --add-opens=java.base/java.lang=ALL-UNNAMED --add-opens=java.base/java.lang.invoke=ALL-UNNAMED --add-opens=java.base/java.lang.reflect=ALL-UNNAMED --add-opens=java.base/java.io=ALL-UNNAMED --add-opens=java.base/java.net=ALL-UNNAMED --add-opens=java.base/java.nio=ALL-UNNAMED --add-opens=java.base/java.util=ALL-UNNAMED --add-opens=java.base/java.util.concurrent=ALL-UNNAMED --add-opens=java.base/java.util.concurrent.atomic=ALL-UNNAMED --add-opens=java.base/jdk.internal.ref=ALL-UNNAMED --add-opens=java.base/sun.nio.ch=ALL-UNNAMED --add-opens=java.base/sun.nio.cs=ALL-UNNAMED --add-opens=java.base/sun.security.action=ALL-UNNAMED --add-opens=java.base/sun.util.calendar=ALL-UNNAMED --add-opens=java.security.jgss/sun.security.krb5=ALL-UNNAMED -Djdk.reflect.useDirectMethodHandle=false -Dio.netty.tryReflectionSetAccessible=true -Djava.io.tmpdir=/tmp/spark-temp
2025-06-26 01:14:27,809 | INFO |   spark.app.startTime: 1750875265857
2025-06-26 01:14:27,809 | INFO |   spark.rdd.compress: True
2025-06-26 01:14:27,809 | INFO |   spark.driver.host: a13a1775bf4a
2025-06-26 01:14:27,810 | INFO |   spark.app.submitTime: 1750875265664
2025-06-26 01:14:27,810 | INFO |   spark.sql.warehouse.dir: /tmp/spark-temp/spark-warehouse
2025-06-26 01:14:27,811 | INFO |   spark.repl.local.jars: file:///opt/jars/postgresql-42.6.0.jar
2025-06-26 01:14:27,812 | INFO |   spark.app.initial.jar.urls: spark://a13a1775bf4a:43017/jars/postgresql-42.6.0.jar
2025-06-26 01:14:27,812 | INFO |   spark.submit.pyFiles: 
2025-06-26 01:14:27,812 | INFO |   spark.hadoop.fs.s3a.vectored.read.max.merged.size: 2M
2025-06-26 01:14:27,813 | INFO |   spark.app.id: local-1750875266310
2025-06-26 01:14:27,813 | INFO | --- End Spark Configurations ---
2025-06-26 01:14:27,813 | INFO | Starting CSV ingestion...
2025-06-26 01:14:27,813 | INFO | Configured Host_datasets_path (inside container): /data/datasets
2025-06-26 01:14:27,813 | INFO | Folders to process: ['source_crm', 'source_erp']
2025-06-26 01:14:27,814 | INFO | 
Processing folder: source_crm
2025-06-26 01:14:27,814 | INFO | Full path for current folder: /data/datasets/source_crm
2025-06-26 01:14:27,815 | INFO | Contents found in /data/datasets/source_crm: ['cust_info.csv', 'prd_info.csv', 'sales_details.csv']
2025-06-26 01:14:27,815 | INFO | Attempting to process file: cust_info.csv
